Average Zeroed Cap@174kHz,Average Zeroed Cap@224kHz,Average Zeroed Cap@287kHz,Average Zeroed Cap@368kHz,Average Zeroed Cap@473kHz,Average Zeroed Cap@607kHz,Average Zeroed Cap@779kHz,Average Zeroed Cap@1000kHz,Average Zeroed Cap@1284kHz,Average Zeroed Cap@1648kHz,Average Zeroed Cap@2115kHz,Group,Day,,,,,,,,,,,
1.566,1.162,0.946,0.942,0.711,0.621,0.48,0.355,0.226,0.373,0.244,6,4,,,,,,,,,,,
1.464,1.206,1.011,0.76,0.819,0.602,0.513,0.319,0.265,0.383,0.297,6,4,,,,,,,,,,,
1.526,1.102,1.12,0.832,0.738,0.58,0.494,0.306,0.241,0.379,0.291,6,4,,,,,,,,,,,
1.556,1.079,1.056,0.951,0.805,0.577,0.459,0.311,0.333,0.428,0.259,6,4,,,,,,,,,,,
1.569,1.29,1.178,0.896,0.728,0.648,0.56,0.389,0.384,0.45,0.31,6,4,,,,,,,,,,,
1.52,1.19,1.228,0.731,0.848,0.578,0.535,0.347,0.318,0.379,0.278,6,4,,,,,,,,,,,
1.536,1.258,0.951,0.947,0.581,0.527,0.562,0.393,0.294,0.392,0.284,6,4,,,,,,,,,,,
1.443,1.194,1.211,0.713,0.708,0.617,0.449,0.303,0.24,0.411,0.322,6,4,,,,,,,,,,,
1.666,1.303,1.062,0.845,0.637,0.512,0.427,0.328,0.261,0.417,0.298,6,4,,,,,,,,,,,
1.39,1.2,1.185,0.819,0.763,0.582,0.422,0.307,0.268,0.408,0.213,6,4,,,,,,,,,,,
1.572,1.274,0.982,0.835,0.844,0.533,0.526,0.342,0.254,0.423,0.268,6,4,,,,,,,,,,,
1.68,1.254,1.09,0.817,0.94,0.527,0.481,0.344,0.289,0.331,0.242,6,4,,,,,,,,,,,
1.492,1.368,1.012,0.879,0.713,0.593,0.54,0.354,0.261,0.461,0.224,6,4,,,,,,,,,,,
1.436,1.354,1.043,0.785,0.697,0.625,0.437,0.321,0.273,0.411,0.285,6,4,,,,,,,,,,,
1.667,1.225,1.134,0.901,0.868,0.504,0.485,0.341,0.285,0.419,0.24,6,4,,,,,,,,,,,
1.503,1.27,1.018,0.715,0.72,0.627,0.507,0.372,0.312,0.382,0.247,6,4,,,,,,,,,,,
1.649,1.341,1.157,0.688,0.833,0.6,0.498,0.399,0.264,0.345,0.246,6,4,,,,,,,,,,,
1.627,1.338,1.218,0.649,0.606,0.571,0.481,0.318,0.305,0.369,0.289,6,4,,,,,,,,,,,
1.505,1.254,1.076,0.786,0.796,0.615,0.458,0.334,0.282,0.423,0.271,6,4,,,,,,,,,,,
1.725,1.339,1.084,0.97,0.713,0.571,0.535,0.323,0.26,0.399,0.217,6,4,,,,,,,,,,,
1.698,1.278,1.096,0.809,0.707,0.573,0.524,0.342,0.248,0.39,0.239,6,4,,,,,,,,,,,
1.702,1.458,1.021,0.774,0.663,0.559,0.515,0.315,0.266,0.302,0.319,6,4,,,,,,,,,,,
1.623,1.373,1.197,0.794,0.705,0.56,0.49,0.344,0.29,0.398,0.234,6,4,,,,,,,,,,,
1.552,1.172,0.984,0.847,0.57,0.537,0.495,0.367,0.236,0.377,0.223,6,4,,,,,,,,,,,
1.475,1.259,0.759,0.625,0.678,0.517,0.466,0.331,0.349,0.361,0.331,7,4,,,,,,,,,,,
1.199,1.093,0.833,0.825,0.714,0.541,0.457,0.324,0.228,0.402,0.276,7,4,,,,,,,,,,,
1.384,1.119,0.896,0.669,0.897,0.557,0.41,0.331,0.217,0.384,0.275,7,4,,,,,,,,,,,
1.466,1.027,0.825,0.706,0.645,0.504,0.47,0.319,0.216,0.391,0.293,7,4,,,,,,,,,,,
1.275,1.147,1.113,0.698,0.619,0.468,0.505,0.261,0.299,0.395,0.274,7,4,,,,,,,,,,,
1.261,1.163,1.005,0.552,0.623,0.542,0.465,0.308,0.265,0.385,0.293,7,4,,,,,,,,,,,
1.339,1.121,0.962,0.717,0.421,0.526,0.459,0.306,0.245,0.414,0.244,7,4,,,,,,,,,,,
1.492,1.108,1.083,0.721,0.386,0.513,0.43,0.274,0.288,0.318,0.252,7,4,,,,,,,,,,,
1.281,0.961,0.878,0.844,0.657,0.456,0.488,0.271,0.235,0.414,0.299,7,4,,,,,,,,,,,
1.319,0.91,0.807,0.591,0.548,0.517,0.474,0.298,0.252,0.376,0.223,7,4,,,,,,,,,,,
1.253,1.009,0.813,0.681,0.556,0.518,0.426,0.259,0.187,0.371,0.194,7,4,,,,,,,,,,,
1.448,1.088,0.908,0.633,0.517,0.502,0.442,0.239,0.256,0.408,0.248,7,4,,,,,,,,,,,
1.458,1.127,0.899,0.752,0.704,0.508,0.394,0.255,0.268,0.391,0.242,7,4,,,,,,,,,,,
1.4,0.983,1.088,0.96,0.454,0.493,0.388,0.306,0.23,0.313,0.215,7,4,,,,,,,,,,,
1.37,1.135,0.902,0.832,0.672,0.377,0.382,0.281,0.224,0.353,0.185,7,4,,,,,,,,,,,
1.471,1.13,1.108,0.675,0.694,0.48,0.363,0.238,0.23,0.39,0.193,7,4,,,,,,,,,,,
1.438,1.107,0.758,0.836,0.659,0.392,0.407,0.245,0.263,0.374,0.217,7,4,,,,,,,,,,,
1.437,1.102,0.891,0.94,0.57,0.455,0.438,0.185,0.168,0.371,0.186,7,4,,,,,,,,,,,
1.325,1.185,0.908,0.711,0.293,0.438,0.378,0.275,0.24,0.257,0.2,7,4,,,,,,,,,,,
1.331,0.963,0.92,0.86,0.391,0.499,0.373,0.203,0.157,0.377,0.174,7,4,,,,,,,,,,,
1.386,1.043,0.982,0.791,0.477,0.441,0.457,0.204,0.219,0.28,0.143,7,4,,,,,,,,,,,
1.432,0.921,1.022,0.895,0.667,0.444,0.459,0.269,0.205,0.346,0.17,7,4,,,,,,,,,,,
1.307,1.03,0.975,0.71,0.604,0.413,0.397,0.223,0.214,0.245,0.198,7,4,,,,,,,,,,,
1.471,0.936,0.951,0.669,0.572,0.491,0.331,0.212,0.204,0.318,0.211,7,4,,,,,,,,,,,
1.315,1.161,0.95,0.623,0.474,0.373,0.391,0.242,0.166,0.291,0.168,7,4,,,,,,,,,,,
1.379,1.213,0.931,0.804,0.74,0.453,0.412,0.214,0.157,0.316,0.199,7,4,,,,,,,,,,,
1.245,1.171,0.906,0.553,0.651,0.422,0.355,0.185,0.167,0.263,0.165,7,4,,,,,,,,,,,
1.349,1.187,1.087,0.715,0.526,0.414,0.408,0.25,0.161,0.341,0.162,7,4,,,,,,,,,,,
1.44,1.159,0.964,0.777,0.608,0.445,0.427,0.171,0.198,0.349,0.177,7,4,,,,,,,,,,,
1.331,0.961,0.891,0.824,0.584,0.475,0.4,0.277,0.133,0.279,0.195,7,4,,,,,,,,,,,
1.369,1.339,1.072,0.708,0.636,0.504,0.42,0.255,0.298,0.348,0.275,7,4,,,,,,,,,,,
1.423,1.16,0.802,0.734,0.659,0.516,0.468,0.271,0.232,0.424,0.209,7,4,,,,,,,,,,,
1.346,1.252,0.984,0.753,0.553,0.444,0.48,0.338,0.237,0.334,0.25,7,4,,,,,,,,,,,
1.39,1.211,0.979,0.739,0.813,0.485,0.441,0.317,0.23,0.312,0.25,7,4,,,,,,,,,,,
1.378,1.328,0.805,0.866,0.696,0.466,0.457,0.26,0.247,0.357,0.249,7,4,,,,,,,,,,,
1.332,1.257,0.962,0.639,0.839,0.515,0.458,0.255,0.308,0.379,0.247,7,4,,,,,,,,,,,
1.211,1.153,0.872,0.7,0.758,0.504,0.467,0.267,0.213,0.297,0.242,7,4,,,,,,,,,,,
1.337,1.108,0.865,0.747,0.679,0.508,0.465,0.304,0.293,0.405,0.213,7,4,,,,,,,,,,,
1.248,0.98,1.078,0.523,0.684,0.496,0.45,0.298,0.251,0.389,0.2,7,4,,,,,,,,,,,
1.274,1.083,0.865,0.752,0.76,0.46,0.46,0.257,0.216,0.389,0.218,7,4,,,,,,,,,,,
1.412,1.103,0.99,0.846,0.638,0.507,0.445,0.248,0.293,0.347,0.178,7,4,,,,,,,,,,,
1.521,1.126,0.899,0.778,0.594,0.543,0.427,0.287,0.258,0.452,0.249,7,4,,,,,,,,,,,
1.322,1.137,1.007,0.688,0.418,0.498,0.409,0.294,0.213,0.331,0.223,7,4,,,,,,,,,,,
1.48,1.103,0.961,0.695,0.591,0.447,0.391,0.246,0.183,0.356,0.18,7,4,,,,,,,,,,,
1.496,0.947,0.819,0.718,0.567,0.444,0.397,0.307,0.224,0.351,0.236,7,4,,,,,,,,,,,
1.314,1.145,0.785,0.653,0.741,0.469,0.418,0.235,0.272,0.381,0.212,7,4,,,,,,,,,,,
1.554,1.234,1.058,0.811,0.528,0.474,0.365,0.229,0.233,0.336,0.159,7,4,,,,,,,,,,,
1.416,1.121,1.05,0.805,0.756,0.495,0.421,0.225,0.162,0.303,0.187,7,4,,,,,,,,,,,
1.334,1.181,0.939,0.805,0.65,0.462,0.405,0.243,0.181,0.332,0.125,7,4,,,,,,,,,,,
1.222,1.08,0.968,0.65,0.629,0.434,0.359,0.246,0.194,0.349,0.158,7,4,,,,,,,,,,,
1.36,0.939,0.922,0.658,0.564,0.371,0.339,0.224,0.186,0.338,0.154,7,4,,,,,,,,,,,
1.231,0.911,0.986,0.717,0.784,0.454,0.405,0.228,0.122,0.295,0.174,7,4,,,,,,,,,,,
1.283,0.997,0.892,0.736,0.569,0.434,0.373,0.257,0.171,0.204,0.118,7,4,,,,,,,,,,,
1.518,1.168,0.848,0.648,0.665,0.412,0.344,0.243,0.182,0.342,0.216,7,4,,,,,,,,,,,
1.209,1.148,0.928,0.635,0.677,0.446,0.38,0.216,0.226,0.269,0.179,7,4,,,,,,,,,,,
1.418,1.026,0.939,0.599,0.729,0.446,0.427,0.279,0.238,0.278,0.217,7,4,,,,,,,,,,,
1.298,1.022,1.006,0.594,0.63,0.428,0.38,0.192,0.132,0.299,0.157,7,4,,,,,,,,,,,
1.256,1.027,1.009,0.553,0.622,0.425,0.337,0.23,0.167,0.318,0.157,7,4,,,,,,,,,,,
1.262,1.095,0.903,0.626,0.372,0.44,0.366,0.187,0.15,0.28,0.117,7,4,,,,,,,,,,,
1.387,1.223,0.916,0.85,0.603,0.392,0.337,0.267,0.157,0.289,0.144,7,4,,,,,,,,,,,
1.415,1.109,1.042,0.774,0.632,0.591,0.498,0.34,0.338,0.408,0.29,8,4,,,,,,,,,,,
1.348,1.078,0.981,0.845,0.528,0.529,0.436,0.367,0.345,0.473,0.319,8,4,,,,,,,,,,,
1.285,1.39,0.997,0.876,0.604,0.462,0.476,0.434,0.374,0.544,0.323,8,4,,,,,,,,,,,
1.319,1.24,0.808,0.892,0.647,0.575,0.468,0.289,0.305,0.456,0.33,8,4,,,,,,,,,,,
1.43,1.237,0.854,0.814,0.756,0.508,0.453,0.356,0.336,0.414,0.257,8,4,,,,,,,,,,,
1.395,1.053,0.954,0.809,0.766,0.571,0.411,0.297,0.328,0.446,0.265,8,4,,,,,,,,,,,
1.339,1.037,0.802,0.745,0.513,0.46,0.487,0.291,0.332,0.416,0.333,8,4,,,,,,,,,,,
1.261,1.02,0.804,0.878,0.716,0.541,0.408,0.268,0.26,0.376,0.267,8,4,,,,,,,,,,,
1.213,1.069,0.991,0.952,0.609,0.469,0.464,0.362,0.226,0.465,0.307,8,4,,,,,,,,,,,
1.408,1.04,1.083,0.705,0.81,0.518,0.478,0.344,0.278,0.395,0.254,8,4,,,,,,,,,,,
1.371,1.16,0.905,0.851,0.574,0.574,0.44,0.323,0.307,0.439,0.29,8,4,,,,,,,,,,,
1.405,1.118,0.891,0.551,0.641,0.567,0.433,0.268,0.308,0.461,0.331,8,4,,,,,,,,,,,
1.505,1.146,1.042,0.872,0.653,0.511,0.444,0.323,0.254,0.456,0.22,8,4,,,,,,,,,,,
1.312,1.08,0.809,0.735,0.627,0.551,0.45,0.299,0.341,0.385,0.29,8,4,,,,,,,,,,,
1.444,1.005,0.923,0.806,0.579,0.499,0.438,0.242,0.266,0.359,0.322,8,4,,,,,,,,,,,
1.157,1.073,0.766,0.659,0.663,0.505,0.387,0.241,0.266,0.469,0.277,8,4,,,,,,,,,,,
1.221,1.127,0.972,0.665,0.607,0.535,0.448,0.299,0.289,0.325,0.347,8,4,,,,,,,,,,,
1.369,1.185,0.859,0.577,0.563,0.507,0.431,0.307,0.294,0.397,0.273,8,4,,,,,,,,,,,
1.191,1.155,0.891,0.846,0.683,0.449,0.422,0.295,0.277,0.416,0.214,8,4,,,,,,,,,,,
1.329,1.003,0.958,0.598,0.583,0.507,0.442,0.296,0.263,0.417,0.287,8,4,,,,,,,,,,,
1.257,1.079,0.704,0.872,0.467,0.466,0.422,0.317,0.233,0.376,0.262,8,4,,,,,,,,,,,
1.335,1.027,0.871,0.696,0.567,0.453,0.347,0.278,0.303,0.346,0.238,8,4,,,,,,,,,,,
1.377,1.04,0.847,0.576,0.625,0.473,0.437,0.23,0.291,0.307,0.29,8,4,,,,,,,,,,,
1.268,0.964,0.931,0.56,0.553,0.448,0.424,0.22,0.257,0.331,0.198,8,4,,,,,,,,,,,
1.386,1.057,0.833,0.578,0.628,0.455,0.435,0.239,0.21,0.316,0.184,8,4,,,,,,,,,,,
1.209,1.032,0.864,0.583,0.457,0.408,0.384,0.292,0.256,0.322,0.262,8,4,,,,,,,,,,,
1.186,1.008,0.881,0.444,0.617,0.449,0.397,0.264,0.233,0.304,0.214,8,4,,,,,,,,,,,
1.376,1.128,0.919,0.637,0.503,0.469,0.428,0.219,0.279,0.298,0.179,8,4,,,,,,,,,,,
1.393,1.079,0.82,0.691,0.533,0.539,0.424,0.259,0.28,0.333,0.248,8,4,,,,,,,,,,,
1.334,0.999,0.707,0.625,0.601,0.496,0.384,0.259,0.212,0.325,0.158,8,4,,,,,,,,,,,
1.358,0.932,1.026,0.627,0.529,0.537,0.378,0.283,0.202,0.41,0.153,8,4,,,,,,,,,,,
1.395,1.021,0.877,0.611,0.748,0.506,0.433,0.263,0.252,0.391,0.242,8,4,,,,,,,,,,,
1.216,0.973,0.965,0.63,0.745,0.535,0.474,0.294,0.297,0.353,0.294,8,4,,,,,,,,,,,
1.281,1.075,0.924,0.65,0.78,0.537,0.431,0.3,0.297,0.402,0.251,8,4,,,,,,,,,,,
1.357,1.149,0.845,0.711,0.774,0.495,0.428,0.328,0.201,0.408,0.277,8,4,,,,,,,,,,,
1.204,1.085,0.848,0.843,0.639,0.479,0.424,0.291,0.261,0.361,0.302,8,4,,,,,,,,,,,
1.276,1.065,0.865,0.903,0.796,0.627,0.453,0.315,0.281,0.371,0.307,8,4,,,,,,,,,,,
1.559,1.169,0.926,0.675,0.584,0.455,0.448,0.28,0.298,0.394,0.356,8,4,,,,,,,,,,,
1.294,1.069,0.992,0.671,0.513,0.493,0.382,0.252,0.233,0.401,0.261,8,4,,,,,,,,,,,
1.355,1.048,0.98,0.785,0.824,0.43,0.493,0.294,0.287,0.384,0.327,8,4,,,,,,,,,,,
1.23,1.106,0.939,0.775,0.642,0.476,0.439,0.22,0.318,0.392,0.23,8,4,,,,,,,,,,,
1.338,1.098,0.732,0.758,0.73,0.503,0.373,0.224,0.296,0.344,0.312,8,4,,,,,,,,,,,
1.362,1.091,0.939,0.877,0.656,0.447,0.41,0.247,0.204,0.394,0.275,8,4,,,,,,,,,,,
1.267,1.155,0.83,0.937,0.501,0.486,0.455,0.276,0.207,0.313,0.233,8,4,,,,,,,,,,,
1.392,1.046,0.916,0.794,0.527,0.484,0.465,0.25,0.266,0.338,0.282,8,4,,,,,,,,,,,
1.316,1.003,0.829,0.68,0.589,0.478,0.379,0.284,0.203,0.382,0.226,8,4,,,,,,,,,,,
1.198,1.081,0.883,0.647,0.566,0.509,0.406,0.235,0.243,0.317,0.232,8,4,,,,,,,,,,,
1.275,0.904,0.982,0.735,0.56,0.443,0.322,0.228,0.202,0.318,0.197,8,4,,,,,,,,,,,
1.333,0.862,0.834,0.679,0.73,0.471,0.365,0.269,0.222,0.319,0.181,8,4,,,,,,,,,,,
1.386,0.979,0.832,0.744,0.541,0.482,0.377,0.253,0.231,0.272,0.253,8,4,,,,,,,,,,,
1.37,1.053,0.852,0.654,0.637,0.516,0.391,0.212,0.213,0.263,0.19,8,4,,,,,,,,,,,
1.502,1.15,0.882,0.685,0.642,0.41,0.364,0.252,0.229,0.344,0.284,8,4,,,,,,,,,,,
1.322,1.041,0.871,0.721,0.507,0.46,0.372,0.23,0.258,0.376,0.268,8,4,,,,,,,,,,,
1.357,1.061,0.943,0.7,0.6,0.363,0.333,0.221,0.228,0.297,0.213,8,4,,,,,,,,,,,
1.193,1.053,0.869,0.636,0.766,0.429,0.329,0.198,0.176,0.316,0.202,8,4,,,,,,,,,,,
1.163,1.001,0.899,0.703,0.567,0.443,0.383,0.206,0.16,0.177,0.181,8,4,,,,,,,,,,,
1.32,0.924,0.941,0.974,0.76,0.439,0.384,0.276,0.206,0.315,0.19,8,4,,,,,,,,,,,
1.301,1.114,0.766,0.634,0.572,0.465,0.398,0.207,0.179,0.292,0.175,8,4,,,,,,,,,,,
1.332,0.864,0.786,0.903,0.534,0.509,0.353,0.202,0.146,0.227,0.167,8,4,,,,,,,,,,,
1.204,0.969,0.978,0.835,0.53,0.471,0.385,0.171,0.128,0.305,0.239,8,4,,,,,,,,,,,
0.904,0.651,0.596,0.558,0.412,0.216,0.25,0.072,0.081,-0.061,0.044,1,7,,,,,,,,,,,
0.774,0.555,0.711,0.682,0.52,0.176,0.211,0.081,0.125,-0.064,0.009,1,7,,,,,,,,,,,
0.961,0.856,0.617,0.51,0.434,0.327,0.128,0.098,0.143,-0.044,0.02,1,7,,,,,,,,,,,
0.834,0.557,0.709,0.528,0.447,0.251,0.252,0.115,0.092,-0.083,0.004,1,7,,,,,,,,,,,
0.741,0.774,0.603,0.515,0.349,0.263,0.23,0.08,0.054,-0.054,0.122,1,7,,,,,,,,,,,
0.676,0.616,0.673,0.411,0.454,0.172,0.221,0.052,0.019,-0.044,0.044,1,7,,,,,,,,,,,
0.616,0.531,0.609,0.385,0.425,0.174,0.177,0.041,0.07,-0.084,0.001,1,7,,,,,,,,,,,
0.724,0.705,0.716,0.457,0.274,0.223,0.204,0.013,0.029,-0.139,0.048,1,7,,,,,,,,,,,
0.617,0.544,0.776,0.514,0.414,0.07,0.21,-0.001,0.079,-0.062,0.055,1,7,,,,,,,,,,,
0.763,0.736,0.625,0.562,0.414,0.122,0.15,-0.027,0.069,0.002,0.01,1,7,,,,,,,,,,,
0.79,0.716,0.566,0.417,0.375,0.119,0.174,0.063,0.03,-0.038,-0.001,1,7,,,,,,,,,,,
0.765,0.617,0.719,0.311,0.288,0.133,0.193,0.015,0.003,-0.045,0.037,1,7,,,,,,,,,,,
0.703,0.588,0.556,0.533,0.372,0.317,0.101,-0.024,0.027,-0.075,0.028,1,7,,,,,,,,,,,
0.903,0.537,0.624,0.54,0.374,0.261,0.174,0.008,0.065,-0.076,0.021,1,7,,,,,,,,,,,
0.859,0.715,0.585,0.684,0.262,0.245,0.116,0.076,-0.005,-0.103,-0.042,1,7,,,,,,,,,,,
0.854,0.388,0.468,0.474,0.412,0.149,0.211,-0.027,0.028,-0.061,-0.046,1,7,,,,,,,,,,,
0.79,0.595,0.458,0.59,0.411,0.187,0.157,-0.015,0.071,-0.082,-0.037,1,7,,,,,,,,,,,
0.963,0.625,0.586,0.554,0.33,0.104,0.139,-0.067,-0.013,-0.114,-0.038,1,7,,,,,,,,,,,
0.979,0.501,0.58,0.53,0.526,0.151,0.119,-0.029,0.111,-0.061,-0.103,1,7,,,,,,,,,,,
1.024,0.558,0.539,0.386,0.116,0.267,0.149,-0.016,0.067,-0.072,-0.072,1,7,,,,,,,,,,,
1.143,0.701,0.712,0.61,0.423,0.308,0.374,0.271,0.176,0.151,0.197,1,7,,,,,,,,,,,
1.096,0.596,0.573,0.625,0.558,0.34,0.367,0.138,0.238,0.17,0.257,1,7,,,,,,,,,,,
1.101,0.608,0.649,0.551,0.603,0.278,0.372,0.183,0.19,0.151,0.204,1,7,,,,,,,,,,,
0.947,0.792,0.691,0.755,0.343,0.329,0.339,0.18,0.214,0.147,0.16,1,7,,,,,,,,,,,
1.054,0.756,0.654,0.748,0.588,0.273,0.358,0.232,0.234,0.083,0.233,1,7,,,,,,,,,,,
0.949,0.678,0.717,0.755,0.621,0.373,0.356,0.194,0.237,0.172,0.172,1,7,,,,,,,,,,,
0.791,0.918,0.778,0.793,0.541,0.272,0.322,0.172,0.185,0.146,0.139,1,7,,,,,,,,,,,
0.845,0.84,0.807,0.573,0.598,0.353,0.321,0.199,0.233,0.207,0.21,1,7,,,,,,,,,,,
1.016,0.847,0.683,0.587,0.601,0.347,0.302,0.216,0.154,0.111,0.179,1,7,,,,,,,,,,,
1.196,0.892,0.768,0.59,0.425,0.364,0.334,0.207,0.19,0.162,0.163,1,7,,,,,,,,,,,
0.98,0.827,0.725,0.763,0.704,0.364,0.404,0.17,0.154,0.197,0.181,1,7,,,,,,,,,,,
0.909,0.697,0.627,0.733,0.627,0.266,0.392,0.134,0.143,0.149,0.198,1,7,,,,,,,,,,,
0.832,0.702,0.472,0.646,0.548,0.384,0.325,0.242,0.233,0.12,0.187,1,7,,,,,,,,,,,
1.08,0.743,0.731,0.77,0.546,0.357,0.376,0.212,0.119,0.19,0.192,1,7,,,,,,,,,,,
0.897,0.761,0.625,0.828,0.602,0.297,0.335,0.178,0.176,0.174,0.217,1,7,,,,,,,,,,,
0.793,0.793,0.654,0.6,0.377,0.404,0.377,0.219,0.146,0.143,0.17,1,7,,,,,,,,,,,
0.939,0.762,0.771,0.66,0.683,0.399,0.405,0.159,0.119,0.164,0.217,1,7,,,,,,,,,,,
1.176,0.729,0.614,0.653,0.506,0.395,0.311,0.173,0.126,0.139,0.205,1,7,,,,,,,,,,,
1.034,0.912,0.731,0.481,0.62,0.449,0.34,0.191,0.162,0.156,0.176,1,7,,,,,,,,,,,
1.047,0.618,0.741,0.671,0.681,0.445,0.334,0.163,0.205,0.1,0.147,1,7,,,,,,,,,,,
1.757,1.632,1.598,1.466,1.322,1.171,1.131,1.031,1.009,0.939,0.933,1,7,,,,,,,,,,,
1.838,1.674,1.405,1.399,1.283,1.157,1.088,1.016,0.968,0.975,0.948,1,7,,,,,,,,,,,
1.87,1.5,1.522,1.411,1.399,1.185,1.122,1.005,0.997,0.905,0.941,1,7,,,,,,,,,,,
1.937,1.68,1.54,1.535,1.393,1.139,1.118,0.956,0.974,0.967,0.917,1,7,,,,,,,,,,,
1.703,1.652,1.672,1.512,1.297,1.227,1.123,0.926,1.012,0.882,0.898,1,7,,,,,,,,,,,
1.829,1.679,1.591,1.458,1.229,1.225,1.121,1.011,0.996,0.967,0.964,1,7,,,,,,,,,,,
1.911,1.594,1.501,1.511,1.469,1.179,1.09,0.994,0.953,0.889,0.892,1,7,,,,,,,,,,,
1.725,1.703,1.596,1.494,1.267,1.195,1.109,0.962,0.958,0.944,0.886,1,7,,,,,,,,,,,
1.961,1.667,1.542,1.305,1.27,1.115,1.117,0.949,0.986,0.918,0.917,1,7,,,,,,,,,,,
1.842,1.437,1.639,1.41,1.35,1.121,1.154,0.951,1.005,0.9,0.898,1,7,,,,,,,,,,,
1.906,1.792,1.551,1.396,1.28,1.083,1.126,0.94,0.998,0.914,0.902,1,7,,,,,,,,,,,
2.014,1.649,1.426,1.496,1.29,1.083,1.078,1.037,0.937,0.915,0.94,1,7,,,,,,,,,,,
1.704,1.591,1.61,1.566,1.175,1.115,1.06,0.959,1.041,0.905,0.918,1,7,,,,,,,,,,,
1.819,1.566,1.47,1.523,1.365,1.207,1.18,0.917,0.883,0.847,0.937,1,7,,,,,,,,,,,
1.725,1.51,1.594,1.411,1.31,1.201,1.153,0.952,0.937,0.831,0.892,1,7,,,,,,,,,,,
1.89,1.619,1.425,1.38,1.215,1.073,1.102,0.914,0.93,0.828,0.889,1,7,,,,,,,,,,,
1.738,1.725,1.568,1.564,1.242,1.138,1.136,0.958,0.936,0.868,0.92,1,7,,,,,,,,,,,
1.92,1.496,1.607,1.537,1.233,1.223,1.136,0.928,1.042,0.969,0.926,1,7,,,,,,,,,,,
1.878,1.566,1.784,1.591,1.295,1.131,1.135,0.92,0.921,0.897,0.904,1,7,,,,,,,,,,,
2.021,1.747,1.615,1.416,1.371,1.099,1.105,0.926,0.9,0.919,0.831,1,7,,,,,,,,,,,
1.43,0.987,1.052,0.735,0.72,0.375,0.449,0.17,0.193,0.096,0.054,2,7,,,,,,,,,,,
1.466,1.056,0.745,0.794,0.598,0.396,0.362,0.187,0.123,0.06,0.138,2,7,,,,,,,,,,,
1.313,1.012,0.917,0.714,0.823,0.413,0.386,0.19,0.144,0.121,0.128,2,7,,,,,,,,,,,
1.363,1.167,0.948,0.688,0.639,0.439,0.422,0.193,0.254,0.098,0.131,2,7,,,,,,,,,,,
1.258,1.163,0.833,0.827,0.525,0.433,0.425,0.241,0.124,0.134,0.22,2,7,,,,,,,,,,,
1.269,0.914,1.019,0.839,0.663,0.418,0.356,0.229,0.207,0.127,0.148,2,7,,,,,,,,,,,
1.051,0.943,0.896,0.687,0.441,0.446,0.406,0.192,0.174,0.15,0.104,2,7,,,,,,,,,,,
1.205,0.98,0.844,0.64,0.662,0.433,0.388,0.224,0.192,0.102,0.086,2,7,,,,,,,,,,,
1.231,1.051,0.83,0.778,0.685,0.403,0.382,0.227,0.192,0.126,0.22,2,7,,,,,,,,,,,
1.293,1.118,0.96,0.753,0.492,0.398,0.404,0.254,0.183,0.101,0.188,2,7,,,,,,,,,,,
1.278,1.173,0.998,0.999,0.651,0.401,0.324,0.239,0.214,0.11,0.07,2,7,,,,,,,,,,,
1.418,1.055,1.069,0.697,0.608,0.397,0.369,0.23,0.231,0.143,0.17,2,7,,,,,,,,,,,
1.215,1.103,1.058,0.791,0.848,0.431,0.376,0.2,0.171,0.123,0.115,2,7,,,,,,,,,,,
1.276,1.115,0.937,0.578,0.68,0.556,0.404,0.222,0.224,0.131,0.132,2,7,,,,,,,,,,,
1.219,1.055,0.953,0.543,0.578,0.486,0.365,0.273,0.14,0.064,0.119,2,7,,,,,,,,,,,
1.431,0.947,1.096,0.732,0.582,0.408,0.38,0.176,0.245,0.13,0.177,2,7,,,,,,,,,,,
1.433,1.015,1.019,0.885,0.673,0.357,0.426,0.181,0.265,0.117,0.208,2,7,,,,,,,,,,,
1.25,1.108,1.026,0.864,0.647,0.436,0.419,0.226,0.235,0.197,0.197,2,7,,,,,,,,,,,
1.151,0.958,1.14,0.905,0.574,0.425,0.377,0.223,0.275,0.072,0.118,2,7,,,,,,,,,,,
1.252,0.938,0.916,0.656,0.54,0.433,0.328,0.156,0.193,0.129,0.184,2,7,,,,,,,,,,,
1.231,1.144,1.227,1.102,1.066,0.84,0.842,0.662,0.69,0.695,0.664,2,7,,,,,,,,,,,
1.342,1.135,1.363,1.08,1.072,0.798,0.855,0.657,0.708,0.633,0.679,2,7,,,,,,,,,,,
1.315,1.035,1.313,0.914,0.925,0.84,0.834,0.674,0.634,0.657,0.704,2,7,,,,,,,,,,,
1.381,1.145,1.152,1.07,1.106,0.793,0.772,0.579,0.626,0.635,0.604,2,7,,,,,,,,,,,
1.274,1.127,1.179,1.092,0.939,0.837,0.73,0.611,0.684,0.607,0.643,2,7,,,,,,,,,,,
1.208,1.123,1.079,0.979,0.83,0.789,0.838,0.631,0.694,0.57,0.595,2,7,,,,,,,,,,,
1.277,1.175,1.239,1.126,1.038,0.827,0.798,0.716,0.731,0.61,0.678,2,7,,,,,,,,,,,
1.319,1.087,1.297,1.078,0.852,0.765,0.799,0.687,0.701,0.687,0.667,2,7,,,,,,,,,,,
1.34,1.053,1.144,1.124,1.014,0.8,0.772,0.649,0.663,0.631,0.641,2,7,,,,,,,,,,,
